Rowid,Number_of_axles,Tollplaza_id,Tollplaza_code
7704,2,4215,PC4C76F48
7705,4,4303,PC2E2E0C0
7706,4,4065,PC3B514E2
7707,2,4701,PCD5F2808
7708,4,4613,PCEBBFFB5
7709,4,4737,PCED7EAFE
7710,4,4708,PC82D2552
7711,2,4921,PCA70760B
7712,2,4495,PC210A754
7713,2,4656,PC63844BC
7714,2,5004,PC2111CF9
7715,4,4669,PC36675CE
7716,2,4213,PCDD316EB
7717,2,4011,PC680DEC6
7718,2,4350,PCEDD7E85
7719,2,4526,PCCB07C68
7720,2,4426,PCC0E943C
7721,2,4809,PCAD363FC
7722,2,4569,PC20129F9
7723,2,4569,PC20129F9
7724,2,4306,PC5D6563A
7725,4,4358,PC32FB72C
7726,2,4685,PC5D33C18
7727,4,4022,PCF135377
7728,4,4822,PCD1EB220
7729,2,4802,PCBDD55F1
7730,2,4804,PC68484C6
7731,2,4466,PC6E93A05
7732,2,4180,PC250A90D
7733,2,4457,PCFBF2259
7734,2,4589,PC1477DC9
7735,2,4718,PC81E83B9
7736,4,4033,PC783B5FC
7737,4,4976,PC5149039
7738,2,4343,PC0F6325D
7739,4,4288,PC12AA919
7740,2,5010,PC028872C
7741,2,4572,PCC9756B2
7742,2,4453,PC5EC8DF5
7743,2,4659,PC5549650
7744,2,4267,PCE51C5C7
7745,2,4721,PCE937423
7746,2,4755,PC628DCED
7747,2,4701,PCD5F2808
7748,4,4993,PC0F0AB4E
7749,4,5006,PC7A260F1
7750,2,4146,PCF91266E
7751,2,4278,PC4847214
7752,4,4455,PC15C75C0
7753,2,4210,PC5613FC5
7754,4,4875,PC40FC710
7755,2,4576,PC394C979
7756,2,4105,PC43919D1
7757,4,4163,PC95B4E03
7758,2,4832,PC34ECAB5
7759,2,4186,PC922BA3E
7760,4,4711,PC340B4DE
7761,4,4255,PCB7E7138
7762,2,4969,PCBBB9730
7763,2,4769,PC10C50DC
7764,4,4858,PC94DC1E6
7765,2,4936,PC7157CF3
7766,2,4632,PCC1FFE5B
7767,2,4699,PC2C1B987
7768,4,4387,PCE2B9376
7769,2,4991,PC5B5C16D
7770,2,4581,PCC347465
7771,2,4311,PC7F02ED3
7772,2,4603,PC485BE5B
7773,2,4469,PC120EEFD
7774,2,4921,PCA70760B
7775,2,4829,PCEC030F2
7776,4,4261,PC84FFC9D
7777,4,4134,PC767BBB2
7778,2,4889,PC3547FAD
7779,4,4374,PCC321538
7780,2,4541,PCC6A4CD8
7781,2,4373,PC8806694
7782,2,4271,PC28E44E2
7783,2,4208,PC1E49F6B
7784,2,4473,PC51FDD60
7785,2,4243,PCC4F7DCE
7786,2,4699,PC2C1B987
7787,2,4656,PC63844BC
7788,4,5001,PC264C595
7789,4,4730,PC7DC0964
7790,4,4172,PC1A43FB7
7791,4,4856,PC7C042B7
7792,2,4985,PCCA71D2C
7793,4,4853,PC214FB8E
7794,2,4772,PC7368097
7795,4,4364,PCB33ACE8
7796,2,4689,PC89C35AD
7797,4,4638,PCB7AC8AA
7798,2,4953,PC1E2B07E
7799,2,4819,PC454F09B
7800,4,4297,PCDE89544
7801,4,4373,PC8806694
7802,2,4442,PC05C2F86
7803,4,4109,PC7057B6A
7804,2,4546,PCEF3EBBC
7805,4,4002,PCED7D2DE
7806,2,4399,PCCA288FE
7807,2,4105,PC43919D1
7808,2,4194,PC96AD1EB
7809,2,4728,PC07BF95F
7810,2,4863,PCA8F9E50
7811,2,4061,PC3A63A79
7812,2,4636,PCDECFC74
7813,4,4701,PCD5F2808
7814,4,4098,PC89C0554
7815,4,4797,PCE2D63A7
7816,4,4767,PC61F3A80
7817,2,4977,PCB077F18
7818,4,4480,PC9A343F9
7819,2,4922,PC785D63F
7820,2,4258,PCAC64E67
7821,2,4204,PC5881E06
7822,4,4024,PC91E3A87
7823,4,4360,PC084F676
7824,2,4245,PC6594AD4
7825,2,4518,PCC7B407A
7826,2,4781,PC0D83A1E
7827,4,4506,PCB24B68E
7828,2,4094,PC53A52CB
7829,4,4945,PC95BD14B
7830,2,4361,PC2E0C888
7831,2,4911,PCBEF8EE1
7832,4,4085,PC6150735
7833,2,4157,PC7305E43
7834,2,4867,PC5A6D86E
7835,2,4194,PC96AD1EB
7836,2,4642,PC17D596F
7837,2,4998,PCD9C5406
7838,2,4559,PC93AAEC9
7839,2,4406,PC7A54E18
7840,2,4727,PC52E71B8
7841,2,4957,PC8DFFE65
7842,2,4143,PC5F47DCF
7843,2,4841,PCE45DE8D
7844,2,4614,PC08910B7
7845,2,5006,PC7A260F1
7846,2,4757,PC126524C
7847,4,4531,PC857F4A0
7848,2,4966,PC4E6422C
7849,2,4884,PC3FB1BB6
7850,2,4148,PCDFBBEBB
7851,4,4116,PCCA836C9
7852,2,4904,PC36C6441
7853,4,4500,PC548BDC0
7854,2,4901,PCE32D2F9
7855,4,4743,PCE6EEF2E
7856,2,4593,PC3863F6A
7857,4,4915,PC86B0D7B
7858,2,4870,PC65485BB
7859,2,4369,PCD5CBB82
7860,4,4472,PC303DD56
7861,4,4996,PC6A4F55F
7862,2,4709,PCC8C7059
7863,2,4903,PCC3BCE65
7864,2,4007,PCDF9F773
7865,2,4958,PC8A8976A
7866,4,4849,PCF764517
7867,4,4151,PC0AB2B55
7868,2,4050,PC822E359
7869,2,4586,PC4A40D50
7870,2,4834,PCB228987
7871,4,4268,PC6CC51DA
7872,2,4818,PCF243BF3
7873,2,4307,PC87D90FE
7874,2,4359,PCB27CFF1
7875,2,4972,PCC51AD39
7876,2,4522,PC0A326BE
7877,2,4056,PC9FBBA67
7878,2,4771,PC71FE98A
7879,4,4111,PC07F012A
7880,2,4142,PC7ACFF7C
7881,2,4362,PC670999C
7882,4,4007,PCDF9F773
7883,2,4569,PC20129F9
7884,2,4317,PC0DC6CAB
7885,4,4294,PC867796D
7886,2,4503,PC69DE15C
7887,2,4591,PCC9875AC
7888,4,4661,PC1585DF2
7889,2,4176,PC11E9595
7890,2,4699,PC2C1B987
7891,2,4818,PCF243BF3
7892,2,4161,PCF8F6133
7893,2,4848,PCF0FC9B2
7894,4,4458,PCECEBBFA
7895,2,4973,PC9C7C18E
7896,4,4165,PC0D2B95C
7897,4,4078,PC8473A64
7898,2,4702,PCDBC3AC9
7899,2,4482,PCB6A16D7
7900,2,4230,PC19CE0DB
7901,2,4296,PCA24C1E1
7902,2,4248,PC45EBEBC
7903,2,4634,PCC72D8B8
7904,4,4622,PCF31BD97
7905,2,4093,PC951FE7E
7906,2,4060,PC481C9F9
7907,2,4807,PCAFC45DA
7908,2,4783,PC9889263
7909,4,4732,PCD83DE25
7910,2,4550,PC21A1833
7911,2,4450,PC0B2B03E
7912,2,4136,PCA579A65
7913,2,4069,PCC48608C
7914,4,4654,PCBA5D8AB
7915,2,4536,PCC6C5CFB
7916,2,4731,PCFFC2992
7917,2,4920,PC42A3AB0
7918,2,4126,PC74CE451
7919,2,4418,PCF6EECB2
7920,4,4010,PC3A7AACB
7921,2,4232,PC4156AD5
7922,2,4273,PC0EF5BA6
7923,4,4362,PC670999C
7924,2,4406,PC7A54E18
7925,2,4075,PC2125618
7926,2,4075,PC2125618
7927,2,4278,PC4847214
7928,4,4031,PC0214185
7929,2,4550,PC21A1833
7930,2,4014,PCF14D1E3
7931,2,4294,PC867796D
7932,2,4407,PC7FEC2CE
7933,2,4875,PC40FC710
7934,2,4041,PCB566359
7935,2,4833,PC71A1452
7936,2,4922,PC785D63F
7937,4,4313,PC6D0FC31
7938,2,4304,PC89FB76E
7939,2,4384,PC59A33DE
7940,4,4725,PCB905D54
7941,4,4913,PC685427C
7942,2,4920,PC42A3AB0
7943,2,4159,PC5631507
7944,4,4461,PCACD9839
7945,4,4083,PC90346C9
7946,4,4529,PC3FAA264
7947,2,4078,PC8473A64
7948,2,4937,PCD30D908
7949,2,4073,PCA3797CA
7950,2,4343,PC0F6325D
7951,2,4282,PCCE002E5
7952,2,4094,PC53A52CB
7953,2,4532,PC8DD921E
7954,2,4889,PC3547FAD
7955,2,4499,PC1EEDA04
7956,4,4793,PCD8E3CCB
7957,2,4514,PC374C341
7958,2,4216,PC53B475D
7959,2,4154,PC2C2EF9E
7960,2,4523,PC0005AC7
7961,2,4938,PC6C57ED3
7962,4,4671,PCCAAFB48
7963,2,4345,PCAC01231
7964,4,5008,PC48D61BB
7965,2,4538,PCDE5402C
7966,4,4494,PC1592ACA
7967,2,4104,PC0A63844
7968,2,4944,PC41EEC34
7969,4,4935,PC327D635
7970,2,4366,PC09D71DF
7971,2,4222,PC15EC378
7972,4,4344,PC417B8DF
7973,2,4203,PC5295A46
7974,2,4524,PCF8BB245
7975,2,4527,PC59A0CB2
7976,2,4889,PC3547FAD
7977,2,4622,PCF31BD97
7978,2,4152,PCF6F4CA1
7979,2,4852,PC68969FB
7980,2,4539,PC684859B
7981,4,4150,PCC8441A8
7982,2,4949,PC86E9EB7
7983,2,4772,PC7368097
7984,2,4608,PCACD1BEE
7985,2,4215,PC4C76F48
7986,2,4810,PC2CA4087
7987,2,4815,PC19C02F1
7988,2,4498,PCA770E5A
7989,4,4543,PC74F5EBA
7990,2,4809,PCAD363FC
7991,2,4712,PC94168A2
7992,2,4447,PC6B030C6
7993,2,4743,PCE6EEF2E
7994,2,4081,PCC825DB2
7995,2,4123,PCDE850D8
7996,2,4474,PCFEAE55E
7997,2,4680,PCC422F4D
7998,4,4457,PCFBF2259
7999,2,4079,PCF1366ED
8000,2,4824,PCFEADFE6
8001,2,4661,PC1585DF2
8002,2,4069,PCC48608C
8003,2,4023,PC77793DF
8004,2,4712,PC94168A2
8005,2,4633,PC974552B
8006,2,4633,PC974552B
8007,4,4183,PCF5E7754
8008,2,4736,PC6A65941
8009,4,4265,PC5B2AFFA
8010,2,4577,PC8FE0901
8011,2,4606,PC0C535B6
8012,4,4530,PCA33A9A8
8013,2,4367,PC8D90EF0
8014,2,4653,PC1CE4935
8015,2,4405,PC70CA955
8016,2,4831,PC0EC3E54
8017,2,4594,PC59414DA
8018,2,4183,PCF5E7754
8019,4,4702,PCDBC3AC9
8020,2,4066,PC883FCA9
8021,4,4092,PC40C2E00
8022,2,4401,PC0606D6A
8023,2,4890,PCAFC8A56
8024,2,4535,PC1BC7FA5
8025,2,4123,PCDE850D8
8026,2,4516,PCF7F25B7
8027,2,4871,PC397AFA3
8028,2,4198,PCB0994D1
8029,2,4403,PCCAFA3BB
8030,4,4197,PCE32ED40
8031,2,4297,PCDE89544
8032,2,4804,PC68484C6
8033,2,4708,PC82D2552
8034,4,4136,PCA579A65
8035,2,4548,PC4486317
8036,2,4247,PCEE69498
8037,2,4240,PC72FE04B
8038,4,4531,PC857F4A0
8039,2,4497,PC76FDDEA
8040,2,4881,PCDE20E6F
8041,2,4535,PC1BC7FA5
8042,2,4046,PCAC345FD
8043,2,4154,PC2C2EF9E
8044,4,4453,PC5EC8DF5
8045,2,4761,PCB206182
8046,2,4152,PCF6F4CA1
8047,2,4888,PC46C55B4
8048,2,4500,PC548BDC0
8049,4,4594,PC59414DA
8050,4,4255,PCB7E7138
8051,2,4409,PC44E2F09
8052,2,4174,PC041D874
8053,2,4204,PC5881E06
8054,2,4655,PCF9CAB22
8055,2,4798,PC17F8052
8056,2,4033,PC783B5FC
8057,4,4709,PCC8C7059
8058,4,4699,PC2C1B987
8059,2,4141,PC13CB69B
8060,4,4925,PCE5E04A2
8061,2,4829,PCEC030F2
8062,2,4983,PCC3E4ADA
8063,2,4809,PCAD363FC
8064,2,4864,PC259547F
8065,4,4679,PC88494D0
8066,2,4070,PCEECA8B2
8067,2,4258,PCAC64E67
8068,2,4315,PC6E0962A
8069,4,4166,PCE450C55
8070,2,4615,PC1ECBA39
8071,2,4541,PCC6A4CD8
8072,4,4018,PCCB2657A
8073,4,4188,PCDB12C82
8074,4,4665,PCF63C15F
8075,4,4469,PC120EEFD
8076,2,4090,PC1EE951B
8077,4,4306,PC5D6563A
8078,2,4874,PC9F481D4
8079,2,4065,PC3B514E2
8080,4,4439,PC845CEA6
8081,2,4537,PC10C700F
8082,2,4127,PCA2D76A5
8083,2,4278,PC4847214
8084,2,4020,PC2265FB3
8085,2,4669,PC36675CE
8086,4,4327,PC16F59EC
8087,2,4414,PC40BD0F3
8088,2,4254,PC0C0EE22
8089,2,4296,PCA24C1E1
8090,4,4268,PC6CC51DA
8091,2,4342,PCE7F2748
8092,2,4226,PCDC5C9E2
8093,2,4633,PC974552B
8094,2,4105,PC43919D1
8095,2,4434,PCA491459
8096,2,4491,PCA52F720
8097,2,4273,PC0EF5BA6
8098,2,4276,PC4E15B39
8099,2,4196,PC4B8A835
8100,2,4515,PC6A1B37B
8101,2,4134,PC767BBB2
8102,2,4894,PCDADB8C6
8103,2,4529,PC3FAA264
8104,2,4958,PC8A8976A
8105,4,4751,PCD33B3C9
8106,2,4609,PC1551C8E
8107,2,4683,PC96978C6
8108,4,4778,PCCCADDBD
8109,4,4514,PC374C341
8110,4,4372,PC1E0F3B6
8111,2,4329,PCF9CCB5A
8112,4,4918,PC8F8E598
8113,2,4519,PC92A6471
8114,4,4227,PCD8346A6
8115,2,4818,PCF243BF3
8116,2,4142,PC7ACFF7C
8117,2,4375,PCAE085FE
8118,2,4954,PCA276EBB
8119,2,4354,PC0671DD4
8120,2,4229,PCD0DDD3D
8121,4,4133,PC30FC453
8122,2,4129,PCA6127FF
8123,4,4325,PC8FC83B3
8124,2,4478,PCB02917E
8125,2,4599,PC800C92D
8126,4,4905,PCE1EA438
8127,2,4682,PCBB02F92
8128,2,5002,PC585BD38
8129,2,4851,PC0954183
8130,2,4768,PC7BEFC3B
8131,2,4307,PC87D90FE
8132,2,4786,PCB7F1F8A
8133,2,4119,PC9EBEDB5
8134,2,4909,PCDED6F20
8135,2,4584,PC1085B78
8136,2,4037,PC0A50259
8137,2,4767,PC61F3A80
8138,2,4105,PC43919D1
8139,2,4262,PCCB12F8C
8140,2,4090,PC1EE951B
8141,2,4115,PCF5D4B0A
8142,2,4147,PC4D2C5A7
8143,4,4003,PC83F544D
8144,2,4517,PC9AF321D
8145,4,4765,PC795A0A3
8146,2,4559,PC93AAEC9
8147,2,4608,PCACD1BEE
8148,2,4400,PC3BD7D63
8149,2,4641,PCAA9F518
8150,2,4523,PC0005AC7
8151,4,4831,PC0EC3E54
8152,2,4925,PCE5E04A2
8153,2,4429,PC65E7991
8154,2,4276,PC4E15B39
8155,2,4950,PC4F71E72
8156,2,4363,PC62E1338
8157,2,4401,PC0606D6A
8158,2,4250,PCC695DB0
8159,2,4348,PCD66314D
8160,2,4013,PCE5BA2CE
8161,2,4694,PCBCF42C2
8162,2,4237,PC51D1059
8163,2,4226,PCDC5C9E2
8164,2,4695,PC4A5D62F
8165,2,4531,PC857F4A0
8166,2,4779,PCC8FE9C6
8167,2,4585,PCF3AE602
8168,2,4400,PC3BD7D63
8169,4,4442,PC05C2F86
8170,2,4744,PC78EF0B5
8171,2,4483,PC7F7FFF0
8172,2,4748,PCF2ECD29
8173,2,4955,PCE36723C
8174,2,4271,PC28E44E2
8175,2,4702,PCDBC3AC9
8176,4,4248,PC45EBEBC
8177,2,4760,PC161AC8D
8178,4,4095,PC3E1512A
8179,2,4673,PC66E7418
8180,2,4174,PC041D874
8181,2,4955,PCE36723C
8182,2,4499,PC1EEDA04
8183,2,4309,PC5E92F61
8184,2,4686,PCD6E5E77
8185,2,4045,PCE952492
8186,4,4934,PC3ED26A2
8187,2,4988,PC46BE0B2
8188,2,4815,PC19C02F1
8189,4,4359,PCB27CFF1
8190,2,4379,PC87C8BC4
8191,2,4503,PC69DE15C
8192,2,4227,PCD8346A6
8193,2,4855,PC03C5C15
8194,4,4635,PC3C8B99E
8195,4,4262,PCCB12F8C
8196,2,4209,PC494D54E
8197,2,4109,PC7057B6A
8198,2,4899,PC4967767
8199,2,4338,PC6203962
8200,2,4360,PC084F676
8201,2,4100,PCC6DD8D5
8202,2,4938,PC6C57ED3
8203,2,4325,PC8FC83B3
8204,4,4632,PCC1FFE5B
8205,2,4341,PC1E10EC3
8206,2,4768,PC7BEFC3B
8207,2,4540,PC5CAF0A7
8208,2,4222,PC15EC378
8209,2,4986,PC9787B8A
8210,2,4625,PC186BCA8
8211,2,4120,PC6700C62
8212,2,4327,PC16F59EC
8213,2,4847,PCD546332
8214,2,4899,PC4967767
8215,2,4081,PCC825DB2
8216,2,4493,PC124B4C0
8217,2,4638,PCB7AC8AA
8218,4,4196,PC4B8A835
8219,4,4940,PC8AB18BE
8220,2,4207,PC76EDF79
8221,2,4507,PC11DCA73
8222,4,4667,PCD540B2F
8223,4,4396,PCA00BC1C
8224,2,4394,PCD3A817A
8225,2,4919,PC7A3A5CF
8226,2,4275,PC1DA31F7
8227,4,4245,PC6594AD4
8228,2,4860,PCF4A2DA9
8229,4,4147,PC4D2C5A7
8230,4,4034,PCFC754C7
8231,2,4631,PCFFF6463
8232,2,4948,PCBA2D075
8233,2,4721,PCE937423
8234,2,4005,PCB3DF742
8235,2,4061,PC3A63A79
8236,2,4601,PCC932802
8237,2,4886,PC4D892D7
8238,4,4819,PC454F09B
8239,2,4522,PC0A326BE
8240,2,4069,PCC48608C
8241,4,4014,PCF14D1E3
8242,2,4706,PCD8D5094
8243,4,4287,PC421D5F3
8244,2,4150,PCC8441A8
8245,2,4608,PCACD1BEE
8246,2,4670,PC2BE6D87
8247,2,4354,PC0671DD4
8248,4,4263,PCD6DBA1D
8249,2,4069,PCC48608C
8250,2,4095,PC3E1512A
8251,2,4862,PC3BDDA71
8252,2,4155,PC9042B3F
8253,2,4803,PC2BBEEDC
8254,2,4376,PCA283923
8255,4,4854,PCB6F1968
8256,2,4605,PCEB27C63
8257,2,4559,PC93AAEC9
8258,4,4775,PCA50FB36
8259,2,4241,PC7241796
8260,4,4185,PC7F5C566
8261,2,4536,PCC6C5CFB
8262,4,4855,PC03C5C15
8263,4,4937,PCD30D908
8264,2,4592,PC627AA14
8265,2,4930,PC22F748B
8266,2,4167,PC8453073
8267,2,4363,PC62E1338
8268,2,4083,PC90346C9
8269,4,4685,PC5D33C18
8270,2,4200,PCBA86754
8271,2,4253,PC82A16E6
8272,2,4712,PC94168A2
8273,2,4993,PC0F0AB4E
8274,2,4012,PCEF5C190
8275,2,4795,PC7EE2DCF
8276,4,4766,PCE36658B
8277,2,4487,PCA92F2BD
8278,4,4904,PC36C6441
8279,2,4827,PC7D68CD9
8280,4,4245,PC6594AD4
8281,2,4972,PCC51AD39
8282,2,4885,PC5083F35
8283,2,4101,PCCC8F243
8284,2,4975,PC818101A
8285,4,4810,PC2CA4087
8286,2,4434,PCA491459
8287,2,4843,PC400DFFE
8288,2,4524,PCF8BB245
8289,2,4621,PC9FB4E82
8290,2,4200,PCBA86754
8291,2,4662,PCB2463CF
8292,2,4767,PC61F3A80
8293,2,4319,PCAD79413
8294,2,4081,PCC825DB2
8295,2,4118,PCC1A733C
8296,2,4341,PC1E10EC3
8297,2,4066,PC883FCA9
8298,4,4884,PC3FB1BB6
8299,2,4341,PC1E10EC3
8300,2,4933,PC419F41D
8301,2,4514,PC374C341
8302,2,4239,PCA185B1A
8303,2,4162,PC51A39A7
8304,2,4782,PC6802C08
8305,2,4620,PC43973F9
8306,2,4392,PCAF6E464
8307,2,4595,PC64281F6
8308,2,4647,PCDD56814
8309,4,4200,PCBA86754
8310,2,4961,PC92C5115
8311,2,4573,PC4D8469D
8312,2,4551,PCCA5979C
8313,4,4299,PCAD3B9BC
8314,2,4812,PC22D9C6D
8315,2,5008,PC48D61BB
8316,2,4085,PC6150735
8317,2,4765,PC795A0A3
8318,2,4731,PCFFC2992
8319,2,4589,PC1477DC9
8320,2,4815,PC19C02F1
8321,2,4681,PCBEB4D23
8322,2,4993,PC0F0AB4E
8323,2,4146,PCF91266E
8324,2,4756,PC8AEC6E8
8325,4,4437,PCBE6CB59
8326,2,4621,PC9FB4E82
8327,2,4140,PC5D4821F
8328,2,4234,PC5EBC1E1
8329,2,4679,PC88494D0
8330,2,4803,PC2BBEEDC
8331,2,5009,PC70886EC
8332,4,4769,PC10C50DC
8333,4,5009,PC70886EC
8334,2,4056,PC9FBBA67
8335,2,4539,PC684859B
8336,2,4117,PCEB6517A
8337,4,4530,PCA33A9A8
8338,2,4870,PC65485BB
8339,4,4698,PC8BCEB19
8340,4,4362,PC670999C
8341,2,4299,PCAD3B9BC
8342,2,4353,PC79BCF60
8343,4,4587,PC576A3BA
8344,2,4755,PC628DCED
8345,2,4698,PC8BCEB19
8346,2,4100,PCC6DD8D5
8347,2,4619,PC2EFBBE0
8348,4,4599,PC800C92D
8349,2,4352,PC99B9343
8350,2,4188,PCDB12C82
8351,2,4516,PCF7F25B7
8352,2,4751,PCD33B3C9
8353,4,4692,PC1CDFCF6
8354,2,4130,PC9F22103
8355,2,4503,PC69DE15C
8356,2,4344,PC417B8DF
8357,2,4518,PCC7B407A
8358,4,4405,PC70CA955
8359,2,4426,PCC0E943C
8360,2,4873,PCE01E4DF
8361,2,4388,PC803F0F2
8362,2,4287,PC421D5F3
8363,2,4828,PCF712D1A
8364,2,4368,PC909A324
8365,4,4821,PC67D349A
8366,2,4034,PCFC754C7
8367,2,4109,PC7057B6A
8368,4,4116,PCCA836C9
8369,2,4439,PC845CEA6
8370,2,4231,PC016D687
8371,2,4128,PCC0E7E2A
8372,2,4233,PC57279D0
8373,2,4577,PC8FE0901
8374,2,4833,PC71A1452
8375,2,4663,PCA7178EC
8376,4,4904,PC36C6441
8377,2,4175,PC08EA270
8378,2,4538,PCDE5402C
8379,2,4521,PCD2C9ECF
8380,2,4274,PC88EA64E
8381,2,4063,PC7667A3E
8382,4,4976,PC5149039
8383,2,4020,PC2265FB3
8384,2,4133,PC30FC453
8385,4,4059,PC06E8A1C
8386,2,4908,PC3D16FC5
8387,2,4274,PC88EA64E
8388,2,4600,PCB99E8F9
8389,2,4554,PC23BA77A
8390,2,4681,PCBEB4D23
8391,2,4176,PC11E9595
8392,2,4147,PC4D2C5A7
8393,4,4265,PC5B2AFFA
8394,4,4737,PCED7EAFE
8395,4,4325,PC8FC83B3
8396,2,4943,PC0A5DC1F
8397,2,4143,PC5F47DCF
8398,4,4472,PC303DD56
8399,2,4222,PC15EC378
8400,2,4899,PC4967767
8401,2,4390,PC983A913
8402,2,4975,PC818101A
8403,2,4085,PC6150735
8404,2,4151,PC0AB2B55
8405,4,4101,PCCC8F243
8406,2,4932,PC46C4A27
8407,2,4120,PC6700C62
8408,2,4541,PCC6A4CD8
8409,2,4052,PC25E70B7
8410,2,4906,PC3D58C5E
8411,4,4207,PC76EDF79
8412,4,4624,PCDF73A3C
8413,2,4474,PCFEAE55E
8414,4,4845,PCEEC0DB3
8415,4,4453,PC5EC8DF5
8416,2,4623,PCAA67227
8417,2,4656,PC63844BC
8418,2,4805,PC1A161AA
8419,2,4192,PC74F6341
8420,4,4047,PC6D105CF
8421,2,4903,PCC3BCE65
8422,2,4321,PC591BDF7
8423,2,4567,PC2C5C1F3
8424,4,4624,PCDF73A3C
8425,4,4372,PC1E0F3B6
8426,2,4173,PC0EB640E
8427,2,4155,PC9042B3F
8428,4,4221,PC90AAFDA
8429,2,4290,PC84E8CEF
8430,2,4559,PC93AAEC9
8431,2,4860,PCF4A2DA9
8432,4,4956,PCB7040B7
8433,4,4106,PC9764C98
8434,2,4336,PCD30AB50
8435,4,4958,PC8A8976A
8436,2,4080,PCBE7E15B
8437,2,4185,PC7F5C566
8438,4,4023,PC77793DF
8439,2,4269,PCC7106FF
8440,2,4400,PC3BD7D63
8441,2,4687,PC52E7369
8442,2,4319,PCAD79413
8443,2,4516,PCF7F25B7
8444,4,4371,PC7E22FD8
8445,2,4143,PC5F47DCF
8446,2,4042,PC5D4DE09
8447,2,4318,PCAD89FE3
8448,2,4953,PC1E2B07E
8449,2,4821,PC67D349A
8450,2,4675,PCE49911B
8451,2,4559,PC93AAEC9
8452,2,4748,PCF2ECD29
8453,2,4410,PC6EFC03B
8454,2,4381,PC9DD9DCD
8455,2,4257,PC1AB9C93
8456,4,4853,PC214FB8E
8457,2,4013,PCE5BA2CE
8458,4,4668,PCBB055C6
8459,2,4857,PC59F4E22
8460,2,4282,PCCE002E5
8461,4,4672,PC03AE86F
8462,2,4694,PCBCF42C2
8463,4,4050,PC822E359
8464,4,4126,PC74CE451
8465,2,4024,PC91E3A87
8466,4,4183,PCF5E7754
8467,2,4212,PC422A6D1
8468,2,4585,PCF3AE602
8469,2,4347,PC3EC1FDF
8470,2,4726,PCF6540C0
8471,2,4777,PCB1132AC
8472,2,4800,PCA4DF48A
8473,2,4942,PCD51A740
8474,2,4737,PCED7EAFE
8475,2,4443,PCC139BD8
8476,2,4880,PC5A27CDE
8477,4,4255,PCB7E7138
8478,2,4757,PC126524C
8479,2,4176,PC11E9595
8480,2,4828,PCF712D1A
8481,2,4377,PC4AC8EAD
8482,4,4018,PCCB2657A
8483,2,4868,PC647292C
8484,2,4638,PCB7AC8AA
8485,2,4298,PC3E474F6
8486,4,4356,PCF1979AE
8487,2,4759,PC4A6C6D9
8488,2,4869,PCF775FA6
8489,4,5000,PCFE7F7FE
8490,2,4926,PCCBCFEDE
8491,2,4893,PC3743587
8492,2,4150,PCC8441A8
8493,2,4297,PCDE89544
8494,2,4774,PCEBE834B
8495,2,4966,PC4E6422C
8496,2,4237,PC51D1059
8497,4,4648,PC576AD85
8498,2,4417,PC208F9BB
8499,2,4632,PCC1FFE5B
8500,2,4612,PC871C1FC
8501,2,4533,PC8DA1D3B
8502,4,4591,PCC9875AC
8503,2,4343,PC0F6325D
8504,2,4050,PC822E359
8505,2,4340,PC3A6DBC9
8506,4,4543,PC74F5EBA
8507,2,4430,PC52EA95D
8508,4,4526,PCCB07C68
8509,2,4880,PC5A27CDE
8510,4,4640,PCC993FB3
8511,2,4187,PCF8D98DC
8512,4,4602,PC0D3474E
8513,2,4144,PCAC7E4C1
8514,2,4847,PCD546332
8515,2,4646,PC3F8C42B
8516,2,4354,PC0671DD4
8517,2,4025,PC5ABB8E4
8518,2,4550,PC21A1833
8519,2,4779,PCC8FE9C6
8520,4,4543,PC74F5EBA
8521,2,4685,PC5D33C18
8522,2,4900,PCFE8B604
8523,2,4736,PC6A65941
8524,2,4969,PCBBB9730
8525,4,4058,PC3415EA4
8526,2,4712,PC94168A2
8527,2,4765,PC795A0A3
8528,2,4078,PC8473A64
8529,4,4035,PC1B1D964
8530,4,4359,PCB27CFF1
8531,2,4675,PCE49911B
8532,4,4485,PC99A12E9
8533,4,4776,PC6906524
8534,4,4336,PCD30AB50
8535,2,4733,PC797AEBF
8536,2,4263,PCD6DBA1D
8537,4,4021,PC851E565
8538,2,4892,PC7AA5B2F
8539,2,4297,PCDE89544
8540,4,4881,PCDE20E6F
8541,2,5009,PC70886EC
8542,2,4513,PC52F533C
8543,4,4719,PCBD66B01
8544,4,4301,PC540E129
8545,4,4906,PC3D58C5E
8546,4,4878,PC08F56A1
8547,2,4129,PCA6127FF
8548,2,4700,PC14E538A
8549,2,4573,PC4D8469D
8550,2,4709,PCC8C7059
8551,2,4227,PCD8346A6
8552,2,4163,PC95B4E03
8553,2,4394,PCD3A817A
8554,2,4233,PC57279D0
8555,2,4921,PCA70760B
8556,2,4553,PC1D57D7F
8557,4,4598,PC5526A36
8558,2,4940,PC8AB18BE
8559,2,4046,PCAC345FD
8560,2,4772,PC7368097
8561,2,4889,PC3547FAD
8562,4,4242,PCECC4DE2
8563,2,4704,PC47FBB07
8564,2,4196,PC4B8A835
8565,2,4357,PC434FA62
8566,4,4030,PCA8A9AA8
8567,2,4516,PCF7F25B7
8568,2,4616,PCE6675F9
8569,2,4594,PC59414DA
8570,2,4529,PC3FAA264
8571,2,4426,PCC0E943C
8572,4,4890,PCAFC8A56
8573,2,4465,PCA227C6B
